Comment_Text,Perspective_Score,Regex_Status,Personal,Racial,Swearing
and I ll probably be attending ReasonConf in Vienna if I can get off my ass and get tickets rolling on the floor laughing ,0.93241423,1,0,0,1
I feel like such an idiot but how do I convert a bool to a string ,0.88824683,1,1,0,0
if its something stupid like the whitespace ,0.84035957,1,1,0,0
Stupid question which library does the Attribute type come from used in Html Events for example ,0.8001844,1,1,0,0
ok some stupid math question i have some float how i can make numbers one is floor of that number and other is what left ,0.7359883,1,1,0,0
Question How to handle api response of html as long ass string like lt p gt Hello lt span gt World lt span gt lt p gt ,0.78347373,1,1,0,1
ok happy that ended up with a simple im an idiot moment haha,0.84503084,1,1,0,0
haha I am just soooo old and quite used to that C C shite wink ,0.87206024,1,0,0,1
This might be a stupid question but there s no way to do this right You have to extract Plain Colored into another type type HistoryEntry PlainText String ColoredText Color String List PlainText ColoredText ,0.7093121,1,1,0,0
API is ugly that s established,0.72159505,1,1,0,0
sorry i look stupid,0.794439,1,1,0,0
ok was thinking of how mobix does it obviously this is a stupid example,0.76820993,1,1,0,0
YAY someone that thinks like me idiots at work pour a lot of time in optimizations that aren t needed,0.81734025,1,1,0,0
ok i see wouldn t that be better in a function btw thanks for help I learned a lot from that stupid example,0.7851813,1,1,0,0
though fools seldom differ slightly smiling face ,0.7163424,1,1,0,0
I suck at JS setTimeout won t outlive a refresh or closing of the page right ,0.73875064,1,0,0,1
json must contain some crap,0.7994132,1,1,0,0
hahahaha ok so my bad disappointed I completely messed up the apache conf file No way anyone could help such an idiot doh Cheers Neville for being my rubber duck kudos buddy slightly smiling face ,0.83532614,1,1,0,0
But I haven t read the whole discussion and feel stupid jumping in without having the whole context slightly smiling face ,0.70020163,1,1,0,0
You can not believe how stupid I feel today,0.784925,1,1,0,0
Ok disregard I am an idiot sir,0.82829463,1,1,0,0
Shit happens,0.8147994,1,0,0,1
Shit exectly what im looking for,0.8060606,1,0,0,1
gitpod is fucking cool though,0.74000245,1,0,0,1
Well fuck me,0.95931417,1,0,0,1
that convention of Model sucks,0.90093464,1,0,0,1
the elm tutorial sucks for jumping into this,0.85598266,1,0,0,1
again I could just be an idiot,0.9017388,1,1,0,0
holy shit,0.9480856,1,0,0,1
might just make shit flat as possible,0.8606264,1,0,0,1
I ll probably have to just suck it up and upgrade,0.7537584,1,0,0,1
fuck my brain,0.9641618,1,0,0,1
well shit,0.9484458,1,0,0,1
fuck yes way easier,0.94982964,1,0,0,1
Fuck,0.95452696,1,0,0,1
Holy fuck my brain,0.9480856,1,0,0,1
fuck i gotta run this is good stuff,0.95713437,1,0,0,1
Bro I started looking at routing and it confused the shit out of me,0.797553,1,0,0,1
but all things being equal Gitpod is fucking awesome,0.70685375,1,0,0,1
so fuck me,0.9591403,1,0,0,1
nevermind im an idiot,0.93232936,1,1,0,0
nope still getting wierd shit,0.94152,1,0,0,1
I deduced that it is my shitty overcomplicated code that s making it slow not the DOM gt lt ,0.8060606,1,0,0,1
looks just like stupid decoder for json Data ,0.8606264,1,1,0,0
 if you look at the git history you ll see I started by using Array then I switched because I believed my bugs came from the impl of Array not my stupidity ,0.71820444,1,1,0,0
Yeah it sucks,0.8816792,1,0,0,1
i am an idiot,0.8021631,1,1,0,0
I m trying to get my Elm code to tell me the next letter in the alphabet it s making me feel stupid and foolish,0.76969737,1,1,0,0
May I ask a stupid beginner question ,0.793233,1,1,0,0
i am feeling a little stupid to ask but how can I define a function signature for a function with two arguments ,0.71744645,1,1,0,0
after a long debugging session I found out that the problem wasn t with my Elm component but with the stupid Shopify ,0.8217621,1,1,0,0
Aaaaand that is pretty ugly no offense ,0.7683996,1,1,0,0
the first example is definitely ugly though stuck out tongue ,0.8070403,1,1,0,0
so this is okay albeit a pain in the ass,0.9480856,1,0,0,1
I dont think many here will be offended and i think its silly to get all anal about it But FP has its roots deeeeep in maths and academia and so you get a lot of people that take everything too seriously,0.8123352,1,1,0,1
the only issue i hate with it was it was a WCF service that i called and i had to use a stupid service reference,0.74468577,1,1,0,0
I disagree about calling this such an ugly hack ,0.7999607,1,1,0,0
well it sucks but if there is no alternative honnestly the json is so bad I m on the verge to sen dit to a port and deal with it there ,0.74526983,1,0,0,1
So I just had a random stupid idea but has anyone seen this sort of thing before or are there good bad reasons to structure code like this https ellie app com RGFp Snr ca ,0.70275265,1,1,0,0
Someone tell me this is stupid before I go and build an app like this kek ,0.78722996,1,1,0,0
Although with all the ugly hacks of haskell,0.83058286,1,1,0,0
yep I think this is the best alternative disappointed ugly but explicit and stupid KISS ,0.87866,1,1,0,0
Just stupid question is it possible in elm create int float that is just infinity ,0.7093121,1,1,0,0
Agree about purescript ghcjs is an ugly monster sadly,0.82924557,1,1,0,0
we could potentially show a dict like this one two But would b a pain in the ass to parse If you copy paste the Dict fromList example you endup with valid elm code What i have above is not elm syntax is just something easy to see So is not useful as code Maybe this is part of the reason ,0.8083867,1,0,0,1
You are fucked bro,0.9671386,1,0,0,1
You can do this in Haskell but you are fucked in Elm,0.9746383,1,0,0,1
I tried parameterizing the type constructor but that ended up polluting a bunch of shit type ActionModel a b c d PageOne a b PageTwo c d and didn t seem to do what was in my head ,0.89692277,1,0,0,1
however I would suggest that Debug todo is a shitty answer,0.8730219,1,0,0,1
Wtf,0.79596996,1,0,0,1
 Safari sucks btw ,0.8469169,1,0,0,1
I m using vim and it sucks a bit,0.7990848,1,0,0,1
And it still sucked,0.82307416,1,0,0,1
the examples in the net are to difficult for an idiot like me,0.8785311,1,1,0,0
or maybe I m just an asshole,0.9589513,1,0,0,1
 Elbert yeah I was going down that route and felt a slight twinge of asshole ness why I asked the question here,0.8769196,1,0,0,1
with all due respect as both of you know far more abut clojure jvm than I do I find these examples silly,0.7380913,1,1,0,0
 justin fuckmonkey clojure peregrine rlwrap bench Clojure user gt doc random sample clojure core random sample prob prob coll Returns items from coll with random probability of prob Returns a transducer when no collection is provided nil user gt random sample range ,0.88824683,1,1,0,1
oh crap this was in I have carbon dated myself,0.8355208,1,1,0,0
it s a bunch of numerical computer vision algorithms for which type hinting in Clojure has not worked well for me so it s reached the fuck it I ll write this in asm level,0.881936,1,0,0,1
 Everette java is essentialy a stupid dsl over jvm bytecode there s no way that you can write faster jvm bytecode than what javac would emit for an equivalent java program,0.8785311,1,1,0,0
jira s search sucks there s others but I don t want to spend my time looking tbh,0.78449047,1,0,0,1
it s a fools errand to do primitives in Clojure without it slightly smiling face ,0.7297656,1,1,0,0
the syntax highlighting just works and everything holy crap,0.7696914,1,1,0,0
tricky bastards vmware won t let you run vmware console from within a vm,0.8785311,1,1,0,0
 Renae there s no unsigned anything in java ofc you can emulate them but it s a bit ugly,0.72494066,1,1,0,0
just being stupid,0.8298168,1,1,0,0
I say that not as a dogmatic thing but as someone who has worked on a large clojure code base with a large test suite that used with redefs a lot it sucks,0.7049282,1,0,0,1
Crap reading this on a tiny screen ok I m happy then ,0.75488347,1,1,0,0
nw jira search sucks,0.8606264,1,0,0,1
Oh I was thinking about how I felt around years ago I didn t dare ask anything online lest I appear stupid Perhaps there s something there no matter how friendly the community is if people have to ask something there will be a that will be turned away ,0.7093121,1,1,0,0
I haven t yet seen a reasonable explanation other than some combination of it makes it hard to extend your stuff and this is how it is suck it up ,0.73259544,1,0,0,1
if we want to talk about design mistakes we can also talk about maps and nil or shit just nil period joy ,0.8005284,1,0,0,1
aw shit,0.93254155,1,0,0,1
It s a stupid example but it works great s conform s and s s cat a string b string partial every fn keys a b a b testa testa testa testa Thanks,0.8383859,1,1,0,0
but Im lazy as shit,0.9496798,1,0,0,1
windows in general is a big pain in the ass not the least for lein bat ,0.93232936,1,0,0,1
then you have all the problems that come with global mutables it s possible but it s a pain in the ass and won t ever stop being so,0.93232936,1,0,0,1
but that s probably a stupid idea,0.7974543,1,1,0,0
well I ll sleep less stupid tonight,0.75601816,1,1,0,0
I think the way dependencies all being merged together on a big single path just sucks really stuck out tongue ,0.7793644,1,0,0,1
Keep It Simple Stupid ,0.9293766,1,1,0,0
I must be being stupid I don t quite understand how you re recommending transducers be used here ,0.794439,1,1,0,0
my god clojure saved my ass on parsing,0.9376066,1,0,0,1
you will eventually run in to a weird crazy error that will suck the life out of you,0.7682787,1,0,0,1
I get that Rich s rallying of the community around accretive changes to library APIs However unless everything is written and changed going forward that way it doesn t solve the problem that you have deps and fucked if you want to upgrade anything,0.8567708,1,0,0,1
holy crap that s a cool library,0.794439,1,1,0,0
 I am a young idiot and soap has a bad rep,0.8060606,1,1,0,0
thank you so much and wow this XML sucks haha,0.90936345,1,0,0,1
 gt wow this XML sucks why repeat yourself D,0.948424,1,0,0,1
oh sorry being stupid,0.85487026,1,1,0,0
kinda ugly,0.709646,1,1,0,0
Can someone recommend a deps edn Clojure tooling tutorial that assumes a very high level of stupidity inexperience on my part ,0.8252675,1,1,0,0
ah no im an idiot,0.9017427,1,1,0,0
Well thanks then sorry for the stupid question,0.7093121,1,1,0,0
ill feel like an idiot if it just works and i never tried it,0.88061196,1,1,0,0
It s a little ugly that gen class will happily output a class that won t compile ,0.7566411,1,1,0,0
because when I later do modify my functions I very easily fuck them up completely ,0.9156528,1,0,0,1
To me the big issue I have with c is that small Repl style experiments are really pain in the ass I have written my own c Repl And even I ultimately gave up because typically one has to instanciate very complex object structures What is also missing in c is like a JSON format that allows to setup data structures easily ,0.76164496,1,0,0,1
why does the repl accept my fucked up syntax then ,0.8858881,1,0,0,1
I m an idiot it s just var get resolve sym ,0.7685895,1,1,0,0
I guess if you go down that rabbit hole that could become quite ugly,0.72828704,1,1,0,0
a bit ugly tho and wasteful,0.767707,1,1,0,0
there s much more shit going on than an if statement lol,0.8785311,1,0,0,1
 and yes it has been discussed several times and someone created a macro for it but ugh that s ugly ,0.7680761,1,1,0,0
Every HN post about Clojure contains at least one comment about Clojure is dying because I haven t bothered checking in on the progress for two years Dynamic typing is unmaintainable immoral against the word of God breaks the laws of physics OMG PARENS However lines of parentheses square brackets curly brackets and semicolons attached to every function definition is the way a true patriot programs Clojure is only used by hobbyists making toy projects out of their parents basement I m the bigger idiot though because I engage with this nonsense ,0.74489313,1,1,0,0
Hyrum is such a jerk sometimes slightly smiling face ,0.8785311,1,0,0,1
Doesn t matter He started swearing and calling k people white idiots ,0.9483812,1,1,0,0
bot or not please ban this idiot ,0.94992846,1,1,0,0
So I thought about what you said about thread and put throw Exception shit happens there in the function but it doesn t seem to be called at all,0.7451772,1,0,0,1
yeah the thing I m doing is totally stupid spent two hours with insane macro gymnastics just to avoid one function call joy ,0.77188194,1,1,0,0
stupid macros,0.9017808,1,1,0,0
but for crazy shit that just works by luck we may not it s on a case by case basis,0.88824683,1,0,0,1
That stupid was directed at my own remembered mental state not anyone else Maybe a better way to say it is you feel like you went down multiple notches in competency all of a sudden ,0.87590325,1,1,0,0
which I always do when I write my own because I am a lazy fool,0.794439,1,1,0,0
looked around like an idiot for minutes since i managed to be an idiot in the first place and redefined a test dataset creation in my test disappointed ,0.90182817,1,1,0,0
OMG I m an idiot joy joy joy ,0.7104147,1,1,0,0
Twitter sucks Sorry for bringing this up in such a way I could have filtered the message instead of just passing it along ,0.7709081,1,0,0,1
 so the docs still mostly suck because I m terrible at documentation ,0.8023067,1,0,0,1
Although I haven t documented that so more fool me,0.70254254,1,1,0,0
 Sudie That seems interesting lmk if you need an extra pair of hands I don t have any particular pointers on large applications because im a bit of an idiot,0.8916249,1,1,0,0
 sigh see main thread Stupid slack doesn t seem to allow code snippets in threads,0.8785311,1,1,0,0
the syntax imho sucks thats why I want to write some useful macro to make the types look like C types,0.794439,1,0,0,1
But I think this solution sucks because I can t extend protocol to another protocol only to interfaces,0.7691007,1,0,0,1
 Loria Yep thats stupid slightly smiling face criterium core benchmark returns the result as data http hugoduncan org criterium api criterium core html var benchmark ,0.7685711,1,1,0,0
Yeah yelling at my computer because my code is crap is one direction only,0.7093121,1,1,0,0
With the chance of sounding stupid could it be because your map returns a lazy sequence and therefore the binding is lost when it is realized,0.7647755,1,1,0,0
Oh shit ,0.95268375,1,0,0,1
 Meagan I really appreciate your help btw now I see the value in the defrecord crap ,0.71843356,1,1,0,0
Ah okay starting to see what this is about now Well darn I probably do want to go with edn so I guess I ll have to figure out something there I will have a lot of record types and it s going to suck to explicitly declaring each one for reading in edn Hmmm,0.73881334,1,0,0,1
anyway I m talking out of my ass anyway so I ll assume you ve done your due diligence but I m curious why it fails to approach its goals given in the rationale https aleph io manifold rationale html ,0.9156528,1,0,0,1
crap,0.8355208,1,1,0,0
but it s just ugly,0.74510366,1,1,0,0
Oh shit I remember why I gave up on Docker before ,0.8720139,1,0,0,1
Now isn t that some bullshit ,0.91246927,1,0,0,1
yeah ofcourse would be stupid if you could store something in postgres but not get it out right x ,0.7681858,1,1,0,0
I think FizzBuzz is a stupid interview question technique It s as simple as that ,0.8606264,1,1,0,0
holy crap,0.82725555,1,1,0,0
I m running some compute intensive calculations on my Macbook like an idiot when I have a monster of a gaming PC sitting in the next room twiddling its thumbs I though maybe I could kick up a REPL on it and outsource the job ,0.82759196,1,1,0,0
Yeah but I m an idiot I forgot the configure host and bind for nREPL ,0.74525857,1,1,0,0
I don t think that not using a framework makes you an expert It might makes you a fool because your trying to go to a war with a water pistol,0.773397,1,1,0,0
 Sometimes rubber ducking makes one look like an idiot if he uses the whole community for it ,0.89498067,1,1,0,0
classloader problems suck,0.8606264,1,0,0,1
i google this shit with no examples,0.9353527,1,0,0,1
what else could got fucked up ,0.954737,1,0,0,1
today i had the following problem after one day braek of coding nothing worked something was fucked up i needed hours to get it back to life,0.8785311,1,0,0,1
I see thinking face https github com centic jgit cookbook blob master src main java org dstadler jgit api GetRevCommitFromObjectId java so I need to walk the git repo history instead That sucks ,0.74446833,1,0,0,1
ie will do any random ole shit and will change between versions and builds and days,0.8785311,1,0,0,1
 Margaret Loretta I m an idiot for forgetting mapv for some reason I always thought this was for ppl who wanted vector instead of list but never eager vs lazy or impure vs pure,0.7685492,1,1,0,0
Ah but Midje doesn t Yeah that kinda sucks ,0.85395545,1,0,0,1
solved my shit above someone from the past made osc message decoder that I could just use directly This is what happens when I program without a beer ,0.82213104,1,0,0,1
I ve done that it sucked,0.74086386,1,0,0,1
there s probably a better way to rewrite cons quote list decls that s super ugly,0.71751904,1,1,0,0
Does suck a bit that you have to pack the elements you don t want unpacked just to well yeah,0.74890256,1,0,0,1
funny I read that last week stupid me stuck out tongue ,0.77026117,1,1,0,0
what is a safe way to suppress ALL output from a called function I tried both wrapping it up with with out str and redirecting output with bindings like binding out chuj err chuj but my called function still outputs tons of shit,0.85402316,1,0,0,1
that s why i d prefer a hack to silence it completeley simply to much shit is there to configure which both takes my time and makes the projhect more complex,0.8355208,1,0,0,1
i am deifentekly to stupid to configure clj http s logging,0.735401,1,1,0,0
ok just thought i could be clever and save some code but sometimes trying to be overly clever bites you in the ass lol,0.90174586,1,0,0,1
sure maybe I dunno people keep writing libraries that do it for some stupid reason,0.73230034,1,1,0,0
Oh crap I meant defn whatever ,0.8355208,1,1,0,0
no source access if it s to learn the language that sucks slightly smiling face ,0.8060606,1,0,0,1
hm ok Sucks Thanks Margaret Aldo ,0.8060606,1,0,0,1
unfortunately being the lazy idiot I am I still haven t setup a decent profiling setup,0.8797243,1,1,0,0
And some people wonder why i get annoyed at php devs that silly statements hehe,0.7093121,1,1,0,0
if row locking is done for writes then most likely this will fuck up your database,0.88824683,1,0,0,1
fuck up how load average ,0.9480856,1,0,0,1
yes get experience on multiple things realize you know jack shit and get humble,0.9484185,1,0,0,1
shit good point ,0.872406,1,0,0,1
 Shira kinda arse when its a internal repo tho,0.8606264,1,0,0,1
reading foo as a string is not edn so trying to get a library for parsing edn to do it is a fools errand,0.758783,1,1,0,0
Short probably stupid question partition space cseerntiofarmit on Why does this not fill the last partition up to elements Wouldn t it be supposed to do that when given a pad ,0.7682286,1,1,0,0
I feel stupid slightly smiling face gonna learn something today I guess,0.74379677,1,1,0,0
yes it s stupid should only be proj and classp ,0.8732777,1,1,0,0
I feel so stupid haha,0.7429213,1,1,0,0
oh crap I was on history,0.8212014,1,1,0,0
apparently its stupid easy lol,0.84168625,1,1,0,0
as stupid as it sounds neither performance nor load balancing matters for production I m using AWS for SSL this is literally for local where there is just one user me and I need SSL because some auth libraries I m playing with barf if my webpage isn t hosted in SSL,0.7446946,1,1,0,0
oh and my solution with partition by and interleave above was crap,0.7983282,1,1,0,0
ok the tree is a stupid example slightly smiling face ,0.829635,1,1,0,0
I know that sounds like a pain in the ass but you will probably be thankful a year from now,0.9026008,1,0,0,1
ach it looks so ugly in thread,0.7682362,1,1,0,0
ok well what the crap,0.8691048,1,1,0,0
i basically just hacked together some bullshit that worked for now with promises futures,0.7878601,1,0,0,1
That sucks so bad stuck out tongue ,0.8606264,1,0,0,1
I want it to be able to be used at run time I already wrote a macro that was a pain in the ass and I don t think this one will get much performance gain for the maintainability ,0.8606264,1,0,0,1
Usually when things like this happen usually there s some stupid obvious tiny thing that screws up everything,0.77732176,1,1,0,0
As I said Usually when things like this happen usually there s some stupid obvious tiny thing that screws up everything ,0.75353706,1,1,0,0
Most of the difficulty isn t in the learning of a functional language It s in the unlearning of all the object oriented crap stuck out tongue ,0.7451018,1,1,0,0
yeah I guess in terms of variable function naming etc but it s definitely a major step up from the shitfest that is javascript,0.7108199,1,0,0,1
Hey this is an embarrassingly stupid question but I just installed Elm on my Mc and I can t find what folder it ended up in ,0.8060606,1,1,0,0
Thanks I m an idiot ,0.8199848,1,1,0,0
does this mean the json file is shit ,0.95321655,1,0,0,1
actually I m just stupid,0.7437508,1,1,0,0
Stupid question now just for the sake of trying I have the following update function type Msg FeedResponse Result Http Error Model update Msg gt Model gt Model Cmd Msg update msg model case msg of FeedResponse result gt processFetch result processFetch Model gt Result Http Error Model gt Model Cmd Msg processFetch model result case result of Ok bookmarks gt bookmarks Cmd none Err error gt model Cmd none ,0.76876605,1,1,0,0
meh stupid me,0.7729893,1,1,0,0
all the values I must be stuck on something stupid ,0.7682546,1,1,0,0
hello i m a complete beginner so this may be stupid but i can t figure out how to use JSON dict decoder to create my type aliased record fetched as JSON via REST API,0.7513633,1,1,0,0
Probably another stupid question trying to build a very stupi parser with elm tools parser that parse something like a ds rtye in a ds rtye my code is semsall Parser List String semsall inContext semsall lt Parser sequence start separator end spaces spaces item sem trailing Optional spaces Parser spaces ignore zeroOrMore char gt char sem Parser String sem inContext sem lt keep zeroOrMore isNotComma isNotComma Char gt Bool isNotComma c c ,0.7451627,1,1,0,0
 Jammie Random initialSeed needed to be an Int and so I used the round function Was looking for something like Time toInt but just me being stupid D,0.723081,1,1,0,0
ah nice you re of course totally right I feel stupid now slightly smiling face ,0.70238227,1,1,0,0
Oh man That s silly ,0.7818552,1,1,0,0
shit I m going to have to review this another time,0.89649475,1,0,0,1
doh I am an idiot tail returns the tail of the list not the last element,0.893094,1,1,0,0
First stupid question How do you dev mean wich tools do you use Reactor ,0.8179969,1,1,0,0
That sucks for the obvious reasons as well ,0.7847188,1,0,0,1
I think code completion in Xcode made me stupid ,0.7979744,1,1,0,0
I think Xcode makes everything stupid,0.7705642,1,1,0,0
Wow that wouldn fuck some thing up new Date Fri Jun GMT Romance Summer Time new Date T Z Fri Jun GMT Romance Summer Time ,0.8956259,1,0,0,1
ty i m stupid,0.7615406,1,1,0,0
Holy crap I found my issue gt lt ,0.74300325,1,1,0,0
Stupid little mistake,0.92692167,1,1,0,0
the problem is that I installed vscode with my package manager and one of its dependencies is node So I am not sure if i want to fuck with that with nvm ,0.89711285,1,0,0,1
oh shit Some gears just clicked into place Thanks gmarko ,0.8963042,1,0,0,1
yeah multi line anonymous functions are ugly stuck out tongue ,0.7680889,1,1,0,0
Oh fuck ,0.9509447,1,0,0,1
Sorry if my english sucks I need more practice writing oO,0.76032275,1,0,0,1
my designer is creating everything in photoshop Converting PSD to HTML is a pain in the ass Coverting PSD to Elm feels like it s going to be even more of a pain in the ass ,0.9299868,1,0,0,1
Sorry for the stupid question but I still can t understand why the View in the infrastructure has Model gt Html Msg type annotation Why couldn t the output be only HTML I suppose I don t fully understand this part yet ,0.7093121,1,1,0,0
or monads or some shit wink ,0.8586567,1,0,0,1
Yes Now I can interact with the mean ugly impure outside world ,0.7093121,1,1,0,0
carp stupid flaky internet,0.8418825,1,1,0,0
Well that worked Don t I feel stupid Thanks slightly smiling face ,0.73063606,1,1,0,0
Well the specs are shite so that s to be expected ,0.8985849,1,0,0,1
lol a lot of shit is going on,0.9188654,1,0,0,1
holy crap it actually works,0.84865206,1,1,0,0
i want to just have somebody write my design shit for me,0.8584001,1,0,0,1
I see I am idiot style is just function of state,0.74399406,1,1,0,0
Hmm doing something stupid here I have this renderMacroDict Dict Dict String LatexState gt List LatexExpression gt String renderMacroDict Dict fromList italic renderItalic emph renderItalic renderFunction String gt LatexState gt List LatexExpression gt String renderFunction name let mabyRenderFunction Dict get name renderMacroDict in case mabyRenderFunction of Just f gt f Nothing gt reproduceMacro name The Nothing case is OK g renderFunction foo lt function gt MiniLatex Render LatexState gt List MiniLatex Parser LatexExpression gt String since foo is not in the dictionary But gt f renderFunction italic gt gives nothing at all ,0.7407262,1,1,0,0
hi everyone sorry if this sounds like a stupid question but how often is the view function invoked by Elm ,0.7081958,1,1,0,0
tbh I couldn t find the operator of Elm in a non stupid time last week weird and crazy ,0.794439,1,1,0,0
these docs suck,0.93232936,1,0,0,1
It s a balance though personal preference makes people feel more comfortable with code but does not necessarily make for a good architecture So there s a balance to be maintained there between what s easy for me and what won t come back to bite me in the ass ,0.82901084,1,0,0,1
my backend just wants to send like words without having to wrap it in json and crap,0.76910514,1,1,0,0
Stupid questions but what version of elm community elm datepicker do you have in your elm package json Can you share the code where you use DatePicker init ,0.8355208,1,1,0,0
Apart from the fact that my routes are nested in local state stupid me for trying to embracing React stuck out tongue but that doesn t belong here Thanks ,0.74605894,1,1,0,0
what an idiot I am ,0.93232936,1,1,0,0
it s the part where I stare at that code for minutes without noticing it that makes me an idiot smile ,0.782916,1,1,0,0
Ok everyone could you please give a hand in writing a simple decoder that decodes date time into an Elm date Feeling stupid asking this ,0.8228709,1,1,0,0
Stupid question,0.8060606,1,1,0,0
There is no proper pattern matching at TS so you just do if statement and type system automatically cast it But I think in scala you can do something line v String gt do you shit ,0.8606264,1,0,0,1
That is just bluntly stupid thanks ,0.80288327,1,1,0,0
shit I m starting to understand this stuff it s beautiful,0.8323509,1,0,0,1
second stupid question Is there some way how to kill Elm application const app Elm Main embed container app dispose that was way in elm ,0.8606264,1,1,0,0
yeah fuck it I ll just write it in haskell with Servant,0.9497055,1,0,0,1
He even has the example with Questions I feel stupid now Brain forgets too fast disappointed ,0.709511,1,1,0,0
Oh shit you don t even have the non commital emoji That s how pure you guys are,0.90016043,1,0,0,1
 shit I must have broke something else I m getting Maximum call stack size exceeded Let me figure this out first and I ll get back with the results ,0.8355208,1,0,0,1
look at this crap ,0.8606264,1,1,0,0
i constantly think i m a shit coder as i only ever work by myself so i have nothing to judge myself by xD,0.82176334,1,0,0,1
crap gtg soz will help later if anyone else hasn t jumped in,0.794439,1,1,0,0
works shitty on mobile etc,0.9290981,1,0,0,1
well those are bad anyway https www fuckdropdowns com slightly smiling face ,0.9017537,1,0,0,1
sorry stupid typo on my side,0.8211654,1,1,0,0
programming makes me feel very clever when everything works and nothing is broken So for about mins a day The rest I am but an inquisitive fool ,0.7444549,1,1,0,0
yeh thats just stupid,0.8785311,1,1,0,0
Yes I m all for that also But that does not mean it s just stupid on their part the Elm community will be better off just explaining it calmy and not responding to trolls,0.7683919,1,1,0,0
Yeah sorry I wasn t saying that the argument was good just that there was a point in that it is a harsh choice that need to be explained and not by calling them stupid ,0.7003935,1,1,0,0
for the record Denisse no one called anyone stupid I said its stupid to quit Elm because elm format won t use space tabs ,0.85094887,1,1,0,0
Looks a bit ugly ,0.7716366,1,1,0,0
yah sucks if it s nested deps though not a long term solution,0.8237468,1,0,0,1
it was able to swap out ah crap hehe,0.76249826,1,1,0,0
sort of a stupid sketch just to showcase the idea https ellie app com d BpYDfyQa ,0.8034218,1,1,0,0
 Lindsey facepalm that sucks Need to figure out what to do about it then thanks ,0.80794847,1,0,0,1
stupid question with elm live how can I get elm css to run with before build ,0.749724,1,1,0,0
the stupidest solution which comes to my mind is to have test module Blabla within which everything behaves as exposing ,0.81926376,1,1,0,0
maybe it s stupid and using the ports is useless,0.8606264,1,1,0,0
you are right gt gt is rubbish,0.8606264,1,1,0,0
 Porsha yep you are right pff this is a hudge pain in the ass i didn t planned for smile ,0.9156528,1,0,0,1
Where s the technical documentation for elm The intro guide is crap,0.85206157,1,1,0,0
then fp with this ADT shit just blows everything else out of the waters,0.90182096,1,0,0,1
Stupid question how do I create a new channel here ,0.7947227,1,1,0,0
Sorry I don t mean to be an asshole,0.9517071,1,0,0,1
 flip List map x fs ugly,0.76850617,1,1,0,0
oh crap,0.88211155,1,1,0,0
Hi stupid question alert How do you do code bundle splitting in Elm ,0.8606264,1,1,0,0
Naming the inner record types sucks for the example you ve given ,0.74505186,1,0,0,1
this is hilarious every time i see Slack jump up to CPU in my menu bar i know those stupid birds are being posted,0.76816756,1,1,0,0
ugh looks pretty ugly stuck out tongue ,0.81926966,1,1,0,0
probably something stupid but how come I get this gt gt gt Expecting an object with a field named east but instead got south west north east ,0.7695503,1,1,0,0
ah I m being stupid as always,0.7743302,1,1,0,0
Holy shit Elm is so fucking cool At some point I was unsure whether or not my compiling code would work render properly in the webpage And all previous experience taught me not to put too much faith in the app working but rather expect weird exceptions with unintelligible stacktraces in the console Instead it just works ,0.8586516,1,0,0,1
I stupidly assumed that in Javascript a b gt return a b was syntactic sugar for function a b return a b but somehow the behavior changes so I guess I assumed wrong silly me ,0.7419411,1,1,0,0
